Tweet,Sentiment
trump claims coronavirus is under control contradicting reality and his own top expert,positive
str absolutely the coronavirususa count will double after this,positive
the world feels surreal to me demdebate coronavirus,positive
crazy how as soon as people see you having fun they do what you re doing coronavirus,negative
amen covid uk covidontario highriskcovid democraticdebate safeathome covid covid,neutral
slap exactly if only we didn t have the most incompetent people r,positive
i don t trust any of these politicians or others at the press briefings i certainly don t trust,positive
so how many of you are part of the coronavirus panicshopping scrum at the store today were you doing the sam,negative
has anyone told you that actual tests done are k,neutral
how contagious coronavirus is,neutral
always grabbing a ton of napkins from chipotle sure has come in handy now coronavirus,positive
the same amount of people have died from getting electrocuted from their own toasters as have died from the coronavirususa,positive
liar you lied about almost everything during your press show today even lied about not being inf,neutral
coronavirus us cities close bars restaurants and cinemas coronavirus,neutral
the same people that tell everyone to social distance each other at restaurants and bars are the same ones that are,negative
during this challenging time we are taking the utmost precautions with the health and safety of our customers our,positive
carlos what was he doing at the pep rally w,neutral
a little humor catholic nascar coronavirususa,negative
very very nasty act coronavirus trumppressconference fridaythe th,negative
joe biden opens up demdebate answering coronavirus question by coughing,neutral
kinda confused what to do stayhomesavelives bcoz of coronavirus netflix or female,negative
breaking washington governor expected to order the closure of all bars restaurants in the state according to th,negative
feel like it s been a productive day helping solve the covid coronavirus protein folding if you have a powerf,neutral
i m gonna wash that corona right off of my hands i m gonna wash that corona right off of my hands,positive
making the most of covid covid colorado staythefhome coronavirus,positive
let s put a reality tv star in charge of public health that s a great idea said no one ever fml covid,positive
